timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz]
2023/04/15 11:55:06.830, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.37 W, 56, 1860 MHz
2023/04/15 11:55:07.832, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.28 W, 55, 1860 MHz
2023/04/15 11:55:08.834, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.41 W, 55, 1860 MHz
2023/04/15 11:55:09.836, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.47 W, 55, 1860 MHz
2023/04/15 11:55:10.838, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.31 W, 55, 1860 MHz
2023/04/15 11:55:11.840, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.64 W, 55, 1860 MHz
2023/04/15 11:55:12.842, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.54 W, 55, 1860 MHz
2023/04/15 11:55:13.845, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.52 W, 55, 1860 MHz
2023/04/15 11:55:14.847, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.61 W, 55, 1860 MHz
2023/04/15 11:55:15.850, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.21 W, 55, 1860 MHz
2023/04/15 11:55:16.852, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.36 W, 55, 1860 MHz
2023/04/15 11:55:17.854, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.66 W, 55, 1860 MHz
2023/04/15 11:55:18.856, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.60 W, 55, 1860 MHz
2023/04/15 11:55:19.858, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.60 W, 55, 1860 MHz
2023/04/15 11:55:20.861, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.79 W, 55, 1860 MHz
2023/04/15 11:55:21.863, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.91 W, 55, 1860 MHz
2023/04/15 11:55:22.866, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.18 W, 55, 1860 MHz
2023/04/15 11:55:23.868, 20 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 137.01 W, 56, 1860 MHz
2023/04/15 11:55:24.871, 18 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 147.22 W, 57, 1860 MHz
2023/04/15 11:55:25.872, 19 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 147.55 W, 57, 1860 MHz
2023/04/15 11:55:26.873, 1 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 134.23 W, 55, 1860 MHz
2023/04/15 11:55:27.875, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.82 W, 55, 1860 MHz
2023/04/15 11:55:28.876, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.84 W, 55, 1860 MHz
2023/04/15 11:55:29.878, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.67 W, 55, 1860 MHz
2023/04/15 11:55:30.880, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.82 W, 55, 1860 MHz
2023/04/15 11:55:31.882, 1 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 127.56 W, 55, 1860 MHz
2023/04/15 11:55:32.883, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.54 W, 55, 1860 MHz
2023/04/15 11:55:33.884, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.83 W, 55, 1860 MHz
2023/04/15 11:55:34.886, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.71 W, 55, 1860 MHz
2023/04/15 11:55:35.887, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.05 W, 55, 1860 MHz
2023/04/15 11:55:36.889, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.76 W, 55, 1860 MHz
2023/04/15 11:55:37.890, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.50 W, 55, 1860 MHz
2023/04/15 11:55:38.892, 1 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 127.49 W, 55, 1860 MHz
2023/04/15 11:55:39.893, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.58 W, 55, 1860 MHz
2023/04/15 11:55:40.895, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 126.33 W, 55, 1860 MHz
2023/04/15 11:55:41.897, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 125.27 W, 55, 1860 MHz
2023/04/15 11:55:42.898, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.54 W, 55, 1860 MHz
2023/04/15 11:55:43.900, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.62 W, 55, 1860 MHz
2023/04/15 11:55:44.901, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.65 W, 55, 1860 MHz
2023/04/15 11:55:45.903, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.51 W, 55, 1860 MHz
2023/04/15 11:55:46.904, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.35 W, 55, 1860 MHz
2023/04/15 11:55:47.906, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.28 W, 55, 1860 MHz
2023/04/15 11:55:48.907, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.15 W, 55, 1860 MHz
2023/04/15 11:55:49.909, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.17 W, 55, 1860 MHz
2023/04/15 11:55:50.910, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.61 W, 55, 1860 MHz
2023/04/15 11:55:51.912, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.93 W, 55, 1860 MHz
2023/04/15 11:55:52.916, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.02 W, 55, 1860 MHz
2023/04/15 11:55:53.918, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.12 W, 55, 1860 MHz
2023/04/15 11:55:54.920, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.30 W, 55, 1860 MHz
2023/04/15 11:55:55.921, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.20 W, 55, 1860 MHz
2023/04/15 11:55:56.923, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.27 W, 55, 1860 MHz
2023/04/15 11:55:57.924, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.74 W, 55, 1860 MHz
2023/04/15 11:55:58.926, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.14 W, 55, 1860 MHz
2023/04/15 11:55:59.927, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.29 W, 55, 1860 MHz
2023/04/15 11:56:00.928, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.49 W, 55, 1860 MHz
2023/04/15 11:56:01.931, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.40 W, 55, 1860 MHz
2023/04/15 11:56:02.933, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.55 W, 55, 1860 MHz
2023/04/15 11:56:03.934, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.12 W, 56, 1860 MHz
2023/04/15 11:56:04.936, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.36 W, 55, 1860 MHz
2023/04/15 11:56:05.937, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.59 W, 55, 1860 MHz
2023/04/15 11:56:06.939, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.56 W, 55, 1860 MHz
2023/04/15 11:56:07.941, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.34 W, 55, 1860 MHz
2023/04/15 11:56:08.942, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.25 W, 55, 1860 MHz
2023/04/15 11:56:09.944, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.46 W, 55, 1860 MHz
2023/04/15 11:56:10.945, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.90 W, 55, 1860 MHz
2023/04/15 11:56:11.948, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.36 W, 55, 1860 MHz
2023/04/15 11:56:12.950, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.16 W, 55, 1860 MHz
2023/04/15 11:56:13.951, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.40 W, 55, 1860 MHz
2023/04/15 11:56:14.953, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.29 W, 55, 1860 MHz
2023/04/15 11:56:15.956, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.45 W, 55, 1860 MHz
2023/04/15 11:56:16.958, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.91 W, 55, 1860 MHz
2023/04/15 11:56:17.959, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.26 W, 55, 1860 MHz
2023/04/15 11:56:18.961, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.50 W, 55, 1860 MHz
2023/04/15 11:56:19.963, 4 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.41 W, 55, 1860 MHz
2023/04/15 11:56:20.966, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.27 W, 55, 1860 MHz
2023/04/15 11:56:21.967, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.41 W, 55, 1860 MHz
2023/04/15 11:56:22.969, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.15 W, 55, 1860 MHz
2023/04/15 11:56:23.971, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.52 W, 55, 1860 MHz
2023/04/15 11:56:24.973, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.50 W, 55, 1860 MHz
2023/04/15 11:56:25.975, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.59 W, 55, 1860 MHz
2023/04/15 11:56:26.977, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.82 W, 55, 1860 MHz
2023/04/15 11:56:27.978, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.64 W, 55, 1860 MHz
2023/04/15 11:56:28.981, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.38 W, 55, 1860 MHz
2023/04/15 11:56:29.983, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.71 W, 55, 1860 MHz
2023/04/15 11:56:30.985, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.57 W, 55, 1860 MHz
2023/04/15 11:56:31.987, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.69 W, 56, 1860 MHz
2023/04/15 11:56:32.989, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.65 W, 55, 1860 MHz
2023/04/15 11:56:33.991, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.54 W, 55, 1860 MHz
2023/04/15 11:56:34.993, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.37 W, 55, 1860 MHz
2023/04/15 11:56:35.994, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.23 W, 55, 1860 MHz
2023/04/15 11:56:36.997, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.89 W, 55, 1860 MHz
2023/04/15 11:56:38.000, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.17 W, 55, 1860 MHz
2023/04/15 11:56:39.002, 19 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 142.99 W, 56, 1860 MHz
2023/04/15 11:56:40.004, 19 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 146.57 W, 56, 1860 MHz
2023/04/15 11:56:41.006, 17 %, 6 %, 24576 MiB, 23327 MiB, 940 MiB, 143.83 W, 56, 1860 MHz
2023/04/15 11:56:42.008, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.17 W, 55, 1860 MHz
2023/04/15 11:56:43.010, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.24 W, 55, 1860 MHz
2023/04/15 11:56:44.012, 1 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 127.31 W, 55, 1860 MHz
2023/04/15 11:56:45.014, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.25 W, 55, 1860 MHz
2023/04/15 11:56:46.016, 1 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 127.16 W, 55, 1860 MHz
2023/04/15 11:56:47.019, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.06 W, 55, 1860 MHz
2023/04/15 11:56:48.021, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 126.99 W, 55, 1860 MHz
2023/04/15 11:56:49.023, 2 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 126.93 W, 55, 1860 MHz
2023/04/15 11:56:50.025, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.37 W, 55, 1860 MHz
2023/04/15 11:56:51.027, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.11 W, 55, 1860 MHz
2023/04/15 11:56:52.029, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.50 W, 55, 1860 MHz
2023/04/15 11:56:53.031, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.23 W, 55, 1860 MHz
2023/04/15 11:56:54.034, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.79 W, 55, 1860 MHz
2023/04/15 11:56:55.036, 1 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 127.25 W, 55, 1860 MHz
2023/04/15 11:56:56.038, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 125.07 W, 55, 1860 MHz
2023/04/15 11:56:57.040, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.45 W, 55, 1860 MHz
2023/04/15 11:56:58.043, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.36 W, 55, 1860 MHz
2023/04/15 11:56:59.045, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.45 W, 55, 1860 MHz
2023/04/15 11:57:00.047, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.53 W, 55, 1860 MHz
2023/04/15 11:57:01.049, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.46 W, 55, 1860 MHz
2023/04/15 11:57:02.052, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.35 W, 55, 1860 MHz
2023/04/15 11:57:03.054, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.28 W, 55, 1860 MHz
2023/04/15 11:57:04.056, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.38 W, 55, 1860 MHz
2023/04/15 11:57:05.058, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.53 W, 55, 1860 MHz
2023/04/15 11:57:06.060, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 126.23 W, 55, 1860 MHz
2023/04/15 11:57:07.062, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.60 W, 55, 1860 MHz
2023/04/15 11:57:08.064, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.71 W, 55, 1860 MHz
2023/04/15 11:57:09.066, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.24 W, 55, 1860 MHz
2023/04/15 11:57:10.069, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.45 W, 55, 1860 MHz
2023/04/15 11:57:11.072, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.67 W, 55, 1860 MHz
2023/04/15 11:57:12.074, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.66 W, 55, 1860 MHz
2023/04/15 11:57:13.076, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.22 W, 55, 1860 MHz
2023/04/15 11:57:14.078, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.99 W, 55, 1860 MHz
2023/04/15 11:57:15.080, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.44 W, 55, 1860 MHz
2023/04/15 11:57:16.083, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 131.14 W, 56, 1860 MHz
2023/04/15 11:57:17.085, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.58 W, 55, 1860 MHz
2023/04/15 11:57:18.094, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.57 W, 55, 1860 MHz
2023/04/15 11:57:19.096, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.57 W, 55, 1860 MHz
2023/04/15 11:57:20.098, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.30 W, 55, 1860 MHz
2023/04/15 11:57:21.100, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.78 W, 55, 1860 MHz
2023/04/15 11:57:22.102, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.19 W, 55, 1860 MHz
2023/04/15 11:57:23.103, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.36 W, 55, 1860 MHz
2023/04/15 11:57:24.105, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.51 W, 55, 1860 MHz
2023/04/15 11:57:25.107, 4 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.57 W, 55, 1860 MHz
2023/04/15 11:57:26.108, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.56 W, 55, 1860 MHz
2023/04/15 11:57:27.109, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.40 W, 55, 1860 MHz
2023/04/15 11:57:28.111, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.20 W, 55, 1860 MHz
2023/04/15 11:57:29.112, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.41 W, 55, 1860 MHz
2023/04/15 11:57:30.114, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.59 W, 55, 1860 MHz
2023/04/15 11:57:31.115, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.53 W, 55, 1860 MHz
2023/04/15 11:57:32.116, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.46 W, 55, 1860 MHz
2023/04/15 11:57:33.118, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.32 W, 55, 1860 MHz
2023/04/15 11:57:34.119, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.86 W, 55, 1860 MHz
2023/04/15 11:57:35.121, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.93 W, 56, 1860 MHz
2023/04/15 11:57:36.123, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.42 W, 55, 1860 MHz
2023/04/15 11:57:37.125, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.56 W, 55, 1860 MHz
2023/04/15 11:57:38.126, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.42 W, 55, 1860 MHz
2023/04/15 11:57:39.128, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.27 W, 55, 1860 MHz
2023/04/15 11:57:40.130, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.42 W, 55, 1860 MHz
2023/04/15 11:57:41.132, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.87 W, 55, 1860 MHz
2023/04/15 11:57:42.133, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.69 W, 55, 1860 MHz
2023/04/15 11:57:43.135, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.54 W, 55, 1860 MHz
2023/04/15 11:57:44.136, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.56 W, 55, 1860 MHz
2023/04/15 11:57:45.139, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.52 W, 55, 1860 MHz
2023/04/15 11:57:46.140, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.13 W, 55, 1860 MHz
2023/04/15 11:57:47.142, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.65 W, 55, 1860 MHz
2023/04/15 11:57:48.144, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.96 W, 55, 1860 MHz
2023/04/15 11:57:49.145, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.33 W, 55, 1860 MHz
2023/04/15 11:57:50.147, 4 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.53 W, 55, 1860 MHz
2023/04/15 11:57:51.148, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.16 W, 55, 1860 MHz
2023/04/15 11:57:52.150, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.33 W, 55, 1860 MHz
2023/04/15 11:57:53.151, 20 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 133.76 W, 56, 1860 MHz
2023/04/15 11:57:54.153, 19 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 146.57 W, 57, 1860 MHz
2023/04/15 11:57:55.155, 19 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 147.33 W, 57, 1860 MHz
2023/04/15 11:57:56.157, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 137.43 W, 55, 1860 MHz
2023/04/15 11:57:57.159, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.64 W, 55, 1860 MHz
2023/04/15 11:57:58.161, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.72 W, 55, 1860 MHz
2023/04/15 11:57:59.162, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.77 W, 55, 1860 MHz
2023/04/15 11:58:00.164, 2 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 127.68 W, 55, 1860 MHz
2023/04/15 11:58:01.166, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.63 W, 55, 1860 MHz
2023/04/15 11:58:02.168, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.49 W, 55, 1860 MHz
2023/04/15 11:58:03.169, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.51 W, 55, 1860 MHz
2023/04/15 11:58:04.172, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.45 W, 55, 1860 MHz
2023/04/15 11:58:05.174, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.65 W, 55, 1860 MHz
2023/04/15 11:58:06.176, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.72 W, 55, 1860 MHz
2023/04/15 11:58:07.178, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.72 W, 55, 1860 MHz
2023/04/15 11:58:08.179, 1 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 127.82 W, 55, 1860 MHz
2023/04/15 11:58:09.181, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.73 W, 55, 1860 MHz
2023/04/15 11:58:10.183, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 126.48 W, 55, 1860 MHz
2023/04/15 11:58:11.185, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 125.24 W, 55, 1860 MHz
2023/04/15 11:58:12.187, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.68 W, 55, 1860 MHz
2023/04/15 11:58:13.188, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.64 W, 55, 1860 MHz
2023/04/15 11:58:14.190, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.74 W, 55, 1860 MHz
2023/04/15 11:58:15.192, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.68 W, 55, 1860 MHz
2023/04/15 11:58:16.194, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.51 W, 55, 1860 MHz
2023/04/15 11:58:17.195, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.44 W, 55, 1860 MHz
2023/04/15 11:58:18.197, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.59 W, 55, 1860 MHz
2023/04/15 11:58:19.199, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.68 W, 55, 1860 MHz
2023/04/15 11:58:20.200, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.66 W, 55, 1860 MHz
2023/04/15 11:58:21.202, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.78 W, 55, 1860 MHz
2023/04/15 11:58:22.204, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.64 W, 55, 1860 MHz
2023/04/15 11:58:23.206, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.44 W, 55, 1860 MHz
2023/04/15 11:58:24.209, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.54 W, 55, 1860 MHz
2023/04/15 11:58:25.211, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.41 W, 55, 1860 MHz
2023/04/15 11:58:26.212, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.90 W, 56, 1860 MHz
2023/04/15 11:58:27.214, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.52 W, 55, 1860 MHz
2023/04/15 11:58:28.216, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.43 W, 55, 1860 MHz
2023/04/15 11:58:29.218, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.38 W, 55, 1860 MHz
2023/04/15 11:58:30.220, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.59 W, 55, 1860 MHz
2023/04/15 11:58:31.222, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.54 W, 55, 1860 MHz
2023/04/15 11:58:32.225, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.77 W, 55, 1860 MHz
2023/04/15 11:58:33.227, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.57 W, 55, 1860 MHz
2023/04/15 11:58:34.229, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.49 W, 55, 1860 MHz
2023/04/15 11:58:35.231, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.66 W, 55, 1860 MHz
2023/04/15 11:58:36.233, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.88 W, 55, 1860 MHz
