System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
18:50:03.534, 638.877, 4.216, 4.032, 0.718, 0.184, 1503, 3134, 386, 40, 44, 48, 34, 37.250, 39.529, 34.977, 55.000
18:50:04.488, 639.830, 5.100, 4.350, 0.754, 0.182, 1499, 3135, 371, 40, 44, 48, 35, 38.270, 39.633, 36.911, 52.000
18:50:05.526, 640.868, 4.562, 4.150, 0.752, 0.174, 1481, 3135, 350, 40, 44, 48, 35, 39.072, 41.320, 36.829, 53.000
18:50:06.471, 641.813, 4.026, 3.820, 0.704, 0.166, 1445, 3151, 375, 41, 44, 48, 35, 37.270, 37.270, 37.270, 51.000
18:50:07.536, 642.878, 4.294, 4.056, 0.754, 0.180, 1443, 3133, 382, 41, 44, 47, 35, 38.973, 41.725, 36.215, 52.000
18:50:08.475, 643.817, 3.782, 3.630, 0.718, 0.152, 1546, 3154, 319, 41, 44, 47, 34, 37.017, 38.830, 35.200, 48.000
18:50:09.523, 644.865, 4.026, 3.736, 0.660, 0.152, 1515, 2964, 346, 41, 44, 47, 34, 36.147, 37.143, 35.154, 53.000
18:50:10.483, 645.826, 4.210, 4.038, 0.700, 0.172, 1423, 3137, 351, 41, 44, 47, 34, 36.446, 36.176, 36.719, 53.000
18:50:11.546, 646.888, 4.058, 3.882, 0.724, 0.176, 1334, 3158, 371, 40, 44, 47, 34, 36.131, 36.215, 36.047, 52.000
18:50:12.473, 647.816, 3.994, 3.824, 0.720, 0.170, 1370, 3148, 364, 40, 44, 47, 35, 33.333, 30.790, 35.890, 50.000
18:50:13.520, 648.862, 4.030, 3.868, 0.710, 0.162, 1360, 3148, 359, 40, 44, 47, 35, 36.288, 38.061, 34.515, 53.000
18:50:14.483, 649.825, 4.562, 4.066, 0.792, 0.166, 1599, 3136, 364, 40, 44, 46, 35, 37.698, 38.727, 36.675, 51.000
18:50:15.528, 650.870, 3.990, 3.834, 0.752, 0.156, 1356, 3149, 329, 40, 44, 48, 35, 35.706, 37.292, 34.123, 52.000
18:50:16.466, 651.809, 5.368, 4.614, 0.556, 0.108, 1382, 3163, 237, 40, 44, 48, 30, 36.063, 36.316, 35.809, 49.000
18:50:17.607, 652.949, 7.516, 4.784, 1.050, 0.152, 1569, 3111, 287, 40, 44, 48, 30, 44.793, 41.704, 47.875, 45.000
18:50:18.500, 653.842, 6.978, 4.288, 1.036, 0.158, 1568, 3139, 276, 40, 44, 48, 30, 39.315, 36.538, 42.077, 44.000
18:50:19.493, 654.835, 6.710, 4.204, 1.024, 0.146, 1412, 3133, 292, 39, 44, 50, 30, 38.570, 34.949, 42.199, 45.000
18:50:20.497, 655.840, 5.368, 4.036, 1.030, 0.142, 1412, 3149, 271, 39, 44, 50, 30, 35.572, 32.338, 38.806, 41.000
18:50:21.491, 656.834, 7.516, 4.126, 1.052, 0.148, 1492, 3141, 286, 39, 44, 50, 30, 38.395, 32.840, 43.951, 44.000
18:50:22.471, 657.813, 7.784, 4.160, 1.020, 0.134, 1479, 3143, 252, 39, 44, 50, 30, 39.226, 36.176, 42.268, 40.000
18:50:23.536, 658.878, 7.246, 4.190, 1.030, 0.146, 1395, 3142, 281, 40, 44, 47, 30, 37.326, 33.411, 41.259, 45.000
18:50:24.474, 659.816, 7.246, 4.168, 1.048, 0.144, 1417, 3141, 269, 40, 44, 47, 38, 36.205, 30.189, 42.204, 42.000
18:50:25.521, 660.864, 7.516, 4.154, 1.022, 0.148, 1539, 3133, 287, 40, 44, 47, 38, 38.599, 36.580, 40.618, 41.000
18:50:26.474, 661.817, 7.784, 4.288, 1.042, 0.150, 1509, 3129, 278, 40, 44, 47, 38, 39.085, 34.293, 43.864, 46.000
18:50:27.516, 662.859, 6.978, 4.162, 1.034, 0.144, 1398, 3148, 242, 40, 45, 48, 38, 35.048, 29.833, 40.288, 39.000
18:50:28.493, 663.835, 8.052, 4.246, 1.052, 0.138, 1405, 3134, 252, 40, 45, 48, 30, 37.662, 33.594, 41.710, 41.000
18:50:29.480, 664.822, 7.246, 4.242, 1.048, 0.134, 1384, 3142, 248, 40, 45, 48, 30, 38.896, 35.589, 42.211, 42.000
18:50:30.511, 665.854, 7.246, 4.124, 1.034, 0.154, 1440, 3133, 291, 40, 44, 48, 30, 36.044, 31.873, 40.194, 45.000
18:50:31.471, 666.813, 6.174, 3.978, 0.990, 0.136, 1477, 3074, 243, 40, 44, 48, 30, 36.115, 31.510, 40.731, 42.000
18:50:32.539, 667.881, 7.784, 4.144, 1.036, 0.144, 1439, 3147, 281, 40, 44, 48, 30, 37.253, 33.023, 41.492, 43.000
18:50:33.479, 668.821, 6.710, 4.098, 1.014, 0.150, 1506, 3145, 263, 40, 44, 48, 30, 38.844, 36.559, 41.129, 38.000
18:50:34.531, 669.873, 8.588, 4.254, 1.076, 0.144, 1471, 3143, 254, 40, 44, 49, 30, 37.559, 33.649, 41.469, 39.000
18:50:35.518, 670.860, 7.516, 4.216, 1.104, 0.150, 1557, 3136, 270, 40, 44, 49, 30, 41.570, 40.360, 42.784, 41.000
18:50:36.480, 671.822, 7.516, 4.174, 1.062, 0.138, 1536, 3131, 250, 40, 44, 49, 30, 45.211, 48.593, 41.837, 41.000
18:50:37.552, 672.895, 7.516, 4.186, 1.030, 0.150, 1465, 3134, 281, 40, 44, 49, 30, 36.694, 32.864, 40.515, 45.000
18:50:38.480, 673.822, 7.784, 4.132, 1.068, 0.140, 1450, 3150, 255, 40, 44, 49, 30, 39.946, 39.200, 40.701, 39.000
18:50:39.531, 674.874, 6.174, 4.154, 1.056, 0.148, 1491, 3144, 276, 40, 44, 46, 30, 39.269, 37.678, 40.845, 41.000
18:50:40.476, 675.818, 7.246, 4.194, 1.046, 0.148, 1422, 3147, 267, 40, 44, 46, 35, 36.376, 31.367, 41.398, 39.000
18:50:41.548, 676.890, 6.442, 4.010, 0.994, 0.148, 1408, 3139, 274, 40, 44, 46, 35, 36.512, 33.179, 39.860, 41.000
18:50:42.481, 677.824, 6.442, 4.050, 1.034, 0.130, 1535, 3123, 254, 40, 43, 46, 35, 39.257, 36.870, 41.645, 42.000
18:50:43.547, 678.889, 7.516, 4.224, 1.056, 0.152, 1521, 3134, 279, 40, 44, 48, 35, 37.709, 35.322, 40.095, 42.000
18:50:44.484, 679.826, 6.442, 4.110, 1.042, 0.142, 1439, 3145, 281, 40, 44, 48, 30, 37.881, 33.777, 41.953, 40.000
18:50:45.542, 680.884, 6.710, 4.050, 1.014, 0.146, 1445, 3134, 268, 40, 44, 48, 30, 36.954, 33.570, 40.330, 40.000
18:50:46.490, 681.832, 8.320, 4.264, 1.070, 0.144, 1471, 3063, 269, 41, 45, 48, 30, 41.927, 41.818, 42.037, 45.000
18:50:47.478, 682.821, 7.246, 4.174, 1.040, 0.148, 1514, 3135, 289, 41, 45, 48, 30, 36.551, 31.282, 41.860, 44.000
18:50:48.543, 683.885, 6.978, 4.110, 1.054, 0.146, 1465, 3134, 303, 41, 45, 48, 39, 38.543, 34.434, 42.623, 47.000
18:50:49.483, 684.825, 6.710, 4.112, 1.006, 0.156, 1432, 3145, 290, 41, 45, 48, 39, 38.697, 36.436, 40.957, 43.000
18:50:50.537, 685.879, 6.710, 4.140, 1.006, 0.152, 1408, 3134, 293, 41, 44, 48, 39, 39.340, 36.557, 42.118, 43.000
18:50:51.501, 686.843, 5.368, 3.982, 0.988, 0.146, 1486, 3144, 260, 41, 44, 48, 39, 37.990, 36.198, 39.791, 42.000
18:50:52.487, 687.829, 5.904, 3.928, 0.980, 0.142, 1339, 3151, 252, 41, 44, 48, 34, 39.800, 38.945, 40.648, 38.000
18:50:53.491, 688.833, 5.636, 4.058, 1.052, 0.136, 1498, 3073, 263, 41, 44, 48, 34, 38.462, 35.644, 41.294, 44.000
18:50:54.481, 689.823, 7.246, 4.044, 1.040, 0.144, 1359, 3146, 254, 40, 43, 48, 34, 34.660, 29.306, 40.000, 40.000
18:50:55.550, 690.892, 6.710, 4.102, 1.036, 0.152, 1511, 3127, 281, 40, 43, 48, 34, 39.412, 36.768, 42.080, 41.000
18:50:56.510, 691.853, 7.784, 4.292, 1.062, 0.156, 1510, 3131, 293, 40, 43, 48, 30, 38.323, 34.974, 41.645, 41.000
18:50:57.467, 692.809, 7.246, 4.188, 1.062, 0.136, 1547, 3145, 267, 40, 43, 48, 30, 40.387, 36.082, 44.703, 41.000
18:50:58.525, 693.867, 5.368, 4.088, 1.000, 0.142, 1434, 3137, 288, 40, 43, 49, 30, 38.371, 34.515, 42.217, 45.000
18:50:59.474, 694.816, 6.978, 4.148, 1.080, 0.140, 1526, 3136, 283, 41, 43, 49, 30, 36.159, 30.053, 42.216, 44.000
18:51:00.535, 695.877, 7.784, 4.170, 1.040, 0.148, 1452, 3139, 269, 41, 43, 49, 35, 36.213, 31.840, 40.618, 40.000
18:51:01.489, 696.831, 5.368, 3.990, 1.028, 0.150, 1413, 3136, 281, 41, 43, 49, 35, 39.267, 37.598, 40.945, 47.000
18:51:02.498, 697.840, 6.442, 4.122, 1.028, 0.156, 1486, 3138, 271, 41, 44, 49, 35, 38.395, 33.831, 42.892, 47.000
18:51:03.486, 698.828, 6.710, 4.092, 1.056, 0.148, 1437, 3138, 259, 41, 44, 49, 35, 38.665, 36.591, 40.759, 42.000
18:51:04.494, 699.836, 7.784, 4.158, 1.036, 0.134, 1443, 3137, 272, 41, 44, 49, 30, 37.764, 33.582, 41.935, 42.000
18:51:05.477, 700.820, 7.246, 4.136, 1.030, 0.148, 1412, 3136, 271, 41, 44, 49, 30, 36.688, 32.570, 40.816, 44.000
18:51:06.542, 701.884, 7.784, 4.174, 1.066, 0.144, 1464, 3138, 268, 41, 45, 51, 30, 41.266, 40.047, 42.488, 39.000
18:51:07.496, 702.838, 7.516, 4.308, 1.066, 0.138, 1550, 3130, 249, 42, 45, 51, 30, 39.453, 34.555, 44.301, 40.000
18:51:08.498, 703.840, 5.368, 4.196, 1.028, 0.136, 1497, 3107, 270, 42, 45, 51, 30, 37.922, 33.416, 42.462, 43.000
18:51:09.477, 704.819, 6.442, 4.066, 1.010, 0.144, 1450, 3135, 268, 42, 45, 51, 30, 34.359, 29.082, 39.691, 41.000
18:51:10.519, 705.861, 7.516, 4.210, 1.080, 0.132, 1476, 3136, 263, 41, 44, 46, 30, 37.485, 32.933, 42.005, 42.000
18:51:11.495, 706.837, 5.636, 4.022, 1.014, 0.144, 1458, 3136, 271, 41, 44, 46, 30, 36.767, 33.159, 40.365, 43.000
18:51:12.483, 707.825, 7.784, 4.346, 1.058, 0.146, 1509, 3126, 269, 41, 44, 46, 34, 42.733, 41.294, 44.169, 41.000
18:51:13.522, 708.864, 8.052, 4.138, 1.060, 0.144, 1386, 3153, 250, 41, 44, 46, 34, 36.188, 32.048, 40.338, 42.000
18:51:14.494, 709.837, 9.126, 4.262, 1.102, 0.130, 1434, 3145, 255, 41, 43, 46, 34, 38.570, 36.317, 40.816, 45.000
18:51:15.496, 710.839, 7.246, 4.170, 1.084, 0.128, 1414, 3140, 263, 41, 44, 48, 34, 36.842, 32.308, 41.388, 39.000
18:51:16.474, 711.817, 8.052, 4.398, 1.032, 0.136, 1684, 3065, 261, 41, 44, 48, 35, 40.578, 37.186, 43.970, 41.000
18:51:17.533, 712.876, 7.246, 4.042, 1.044, 0.130, 1388, 3149, 244, 41, 44, 48, 35, 35.280, 30.549, 40.000, 35.000
18:51:18.477, 713.819, 6.442, 3.996, 0.998, 0.152, 1511, 3134, 279, 40, 43, 48, 35, 38.903, 36.719, 41.099, 45.000
18:51:19.560, 714.903, 7.516, 4.084, 1.032, 0.142, 1389, 3144, 271, 40, 43, 47, 35, 37.398, 34.651, 40.139, 42.000
18:51:20.494, 715.837, 7.516, 4.250, 1.064, 0.146, 1507, 3147, 260, 40, 43, 47, 34, 37.600, 33.600, 41.600, 40.000
18:51:21.487, 716.830, 6.174, 4.338, 1.026, 0.150, 1599, 3131, 277, 40, 43, 47, 34, 40.201, 36.272, 44.110, 41.000
18:51:22.512, 717.854, 6.710, 4.098, 1.012, 0.154, 1459, 3140, 294, 40, 44, 49, 34, 37.115, 34.152, 40.099, 42.000
18:51:23.510, 718.853, 6.442, 4.070, 1.036, 0.142, 1368, 3145, 270, 41, 44, 49, 34, 38.778, 35.572, 42.000, 44.000
18:51:24.476, 719.818, 7.246, 4.084, 1.072, 0.152, 1424, 3142, 286, 41, 44, 49, 30, 38.314, 34.872, 41.730, 41.000
18:51:25.537, 720.880, 5.904, 4.120, 1.034, 0.152, 1417, 3142, 265, 41, 44, 49, 30, 38.107, 36.019, 40.189, 40.000
18:51:26.493, 721.836, 6.442, 4.120, 1.050, 0.166, 1420, 3136, 284, 41, 43, 48, 30, 38.331, 35.156, 41.514, 42.000
18:51:27.480, 722.823, 7.784, 4.216, 1.056, 0.130, 1512, 3142, 247, 41, 44, 48, 30, 38.131, 33.838, 42.424, 38.000
18:51:28.549, 723.891, 6.978, 3.926, 0.998, 0.140, 1493, 3105, 262, 41, 44, 48, 35, 35.689, 32.941, 38.443, 40.000
18:51:29.477, 724.820, 7.246, 4.152, 1.058, 0.148, 1482, 3130, 267, 41, 44, 48, 35, 37.332, 33.243, 41.398, 38.000
18:51:30.541, 725.884, 7.246, 4.090, 1.082, 0.142, 1435, 3152, 258, 41, 43, 46, 35, 37.603, 35.765, 39.437, 40.000
18:51:31.492, 726.834, 5.368, 4.062, 1.044, 0.134, 1474, 3148, 269, 41, 43, 48, 35, 36.772, 32.190, 41.379, 41.000
18:51:32.486, 727.829, 5.904, 4.246, 1.032, 0.126, 1462, 3145, 238, 41, 43, 48, 30, 38.012, 33.333, 42.680, 38.000
18:51:33.475, 728.817, 8.052, 4.272, 1.100, 0.118, 1447, 3140, 244, 41, 43, 48, 30, 38.685, 35.696, 41.667, 37.000
18:51:34.520, 729.863, 8.588, 4.350, 1.102, 0.142, 1422, 3136, 272, 40, 44, 48, 30, 37.485, 33.575, 41.404, 41.000
18:51:35.487, 730.830, 5.904, 3.952, 0.998, 0.144, 1471, 3069, 281, 40, 43, 48, 30, 37.817, 34.264, 41.371, 44.000
18:51:36.497, 731.840, 8.052, 4.166, 1.098, 0.144, 1468, 3145, 265, 40, 43, 48, 35, 37.070, 34.184, 39.949, 40.000
18:51:37.493, 732.836, 5.636, 3.856, 0.976, 0.138, 1474, 3102, 268, 40, 43, 48, 35, 37.654, 33.005, 42.327, 42.000
18:51:38.485, 733.827, 6.710, 4.076, 1.044, 0.140, 1360, 3148, 276, 40, 43, 45, 35, 36.248, 32.234, 40.253, 37.000
18:51:39.476, 734.819, 8.052, 4.198, 1.086, 0.140, 1413, 3144, 282, 40, 43, 46, 35, 38.221, 36.341, 40.100, 44.000
18:51:40.528, 735.871, 6.978, 4.062, 1.052, 0.138, 1450, 3140, 251, 40, 43, 46, 30, 35.442, 30.952, 39.952, 43.000
18:51:41.485, 736.827, 8.858, 4.250, 1.088, 0.138, 1459, 3130, 238, 40, 43, 46, 30, 38.651, 35.065, 42.228, 37.000
18:51:42.485, 737.827, 9.394, 4.268, 1.096, 0.136, 1358, 3145, 256, 40, 43, 46, 30, 35.480, 30.730, 40.253, 35.000
18:51:43.483, 738.826, 6.710, 4.050, 1.056, 0.144, 1436, 3136, 270, 40, 43, 46, 30, 37.500, 34.577, 40.394, 39.000
18:51:44.497, 739.839, 7.784, 4.474, 1.104, 0.136, 1513, 3120, 269, 40, 43, 46, 34, 40.126, 37.343, 42.929, 40.000
18:51:45.489, 740.831, 8.588, 4.452, 1.114, 0.150, 1501, 3133, 277, 40, 43, 46, 34, 42.346, 41.687, 42.998, 44.000
18:51:46.465, 741.808, 8.320, 4.276, 1.118, 0.146, 1565, 3130, 262, 40, 44, 49, 34, 40.051, 38.363, 41.753, 37.000
18:51:47.542, 742.884, 8.052, 4.136, 1.064, 0.140, 1420, 3140, 264, 40, 44, 49, 34, 37.225, 35.104, 39.352, 43.000
18:51:48.491, 743.833, 6.442, 4.056, 1.026, 0.148, 1362, 3146, 268, 40, 44, 49, 30, 38.228, 34.218, 42.216, 44.000
18:51:49.491, 744.833, 7.246, 4.162, 1.074, 0.140, 1443, 3140, 268, 40, 44, 49, 30, 38.471, 33.920, 43.000, 41.000
18:51:50.478, 745.820, 6.978, 4.186, 1.074, 0.152, 1468, 3139, 288, 41, 43, 48, 30, 38.023, 34.937, 41.117, 41.000
18:51:51.527, 746.870, 7.784, 4.488, 1.116, 0.138, 1503, 3124, 269, 41, 44, 49, 30, 40.802, 37.736, 43.868, 40.000
18:51:52.492, 747.834, 6.174, 4.080, 1.052, 0.122, 1487, 3141, 245, 41, 44, 49, 30, 35.968, 30.446, 41.534, 36.000
18:51:53.507, 748.850, 6.442, 4.000, 1.052, 0.144, 1383, 3145, 284, 41, 44, 49, 30, 38.971, 37.192, 40.732, 42.000
18:51:54.481, 749.823, 5.904, 3.942, 0.992, 0.140, 1468, 3140, 262, 41, 45, 49, 30, 38.747, 37.405, 40.103, 44.000
18:51:55.534, 750.876, 5.636, 4.140, 1.026, 0.136, 1472, 3140, 278, 40, 44, 48, 30, 38.361, 33.967, 42.755, 39.000
18:51:56.505, 751.847, 6.442, 4.134, 1.070, 0.132, 1430, 3138, 262, 40, 44, 48, 34, 40.333, 38.817, 41.837, 40.000
18:51:57.475, 752.817, 6.442, 4.064, 1.038, 0.134, 1403, 3139, 265, 40, 44, 48, 34, 36.815, 33.073, 40.576, 42.000
18:51:58.547, 753.889, 6.710, 4.052, 1.056, 0.140, 1471, 3137, 272, 40, 44, 47, 34, 37.647, 34.824, 40.471, 42.000
18:51:59.502, 754.845, 6.978, 4.224, 1.046, 0.128, 1463, 3134, 254, 40, 44, 47, 34, 37.810, 33.073, 42.559, 42.000
18:52:00.462, 755.805, 5.100, 3.838, 0.988, 0.138, 1392, 3075, 244, 40, 44, 47, 30, 37.468, 34.527, 40.409, 40.000
18:52:01.527, 756.870, 6.710, 4.044, 1.028, 0.144, 1451, 3144, 272, 40, 44, 47, 30, 36.773, 33.017, 40.521, 45.000
18:52:02.492, 757.834, 6.442, 4.196, 1.090, 0.144, 1481, 3123, 290, 42, 45, 48, 30, 37.370, 33.159, 41.558, 43.000
18:52:03.482, 758.823, 8.320, 4.214, 1.096, 0.134, 1401, 3151, 260, 41, 45, 48, 30, 37.250, 33.416, 41.103, 37.000
18:52:04.548, 759.891, 6.442, 4.072, 1.032, 0.132, 1401, 3149, 247, 41, 45, 48, 34, 36.873, 31.308, 42.424, 39.000
18:52:05.478, 760.821, 6.442, 4.016, 1.050, 0.142, 1527, 3145, 259, 41, 45, 48, 34, 37.584, 34.409, 40.751, 42.000
18:52:06.534, 761.876, 8.320, 4.424, 1.090, 0.126, 1480, 3140, 240, 41, 44, 49, 34, 37.055, 33.175, 40.952, 38.000
18:52:07.480, 762.822, 8.052, 4.138, 1.082, 0.126, 1463, 3150, 248, 41, 44, 49, 34, 36.376, 32.361, 40.369, 41.000
18:52:08.544, 763.887, 8.052, 4.018, 1.038, 0.126, 1432, 3121, 230, 41, 44, 49, 30, 34.458, 29.976, 38.983, 42.000
18:52:09.501, 764.844, 7.516, 4.278, 1.106, 0.130, 1378, 3139, 254, 41, 44, 49, 30, 38.619, 34.103, 43.112, 38.000
18:52:10.471, 765.814, 8.858, 4.262, 1.098, 0.120, 1355, 3149, 232, 40, 44, 49, 30, 36.421, 32.570, 40.253, 37.000
18:52:11.537, 766.880, 8.588, 4.202, 1.078, 0.124, 1345, 3150, 237, 40, 43, 46, 30, 36.779, 32.134, 41.446, 41.000
18:52:12.488, 767.831, 8.320, 4.204, 1.084, 0.132, 1460, 3150, 248, 40, 43, 46, 30, 36.611, 32.558, 40.674, 39.000
18:52:13.498, 768.841, 7.516, 4.160, 1.054, 0.140, 1420, 3151, 236, 40, 43, 46, 30, 35.723, 30.982, 40.452, 34.000
18:52:14.475, 769.817, 9.394, 4.574, 1.134, 0.124, 1412, 3142, 257, 41, 43, 49, 30, 39.174, 35.250, 43.108, 37.000
18:52:15.539, 770.882, 8.320, 4.200, 1.054, 0.134, 1357, 3154, 256, 41, 44, 49, 30, 33.333, 27.751, 38.942, 40.000
18:52:16.487, 771.829, 8.588, 4.450, 1.094, 0.112, 1622, 3085, 225, 41, 44, 49, 34, 38.163, 33.679, 42.636, 37.000
18:52:17.475, 772.817, 8.320, 4.148, 1.084, 0.122, 1408, 3160, 233, 41, 44, 49, 34, 35.561, 31.980, 39.098, 35.000
18:52:18.536, 773.878, 8.052, 4.172, 1.078, 0.122, 1375, 3146, 236, 41, 44, 47, 34, 37.382, 35.849, 38.915, 36.000
18:52:19.493, 774.836, 6.710, 4.074, 1.060, 0.130, 1420, 3147, 263, 41, 44, 46, 34, 37.630, 33.247, 42.037, 39.000
18:52:20.476, 775.818, 7.784, 4.200, 1.086, 0.130, 1440, 3153, 250, 41, 44, 46, 30, 35.723, 30.691, 40.769, 39.000
18:52:21.527, 776.869, 7.246, 4.222, 1.090, 0.150, 1502, 3128, 267, 41, 44, 46, 30, 36.861, 32.381, 41.330, 40.000
18:52:22.482, 777.825, 8.588, 4.312, 1.094, 0.126, 1540, 3145, 250, 40, 44, 47, 30, 39.870, 36.788, 42.969, 42.000
18:52:23.476, 778.819, 9.932, 4.356, 1.116, 0.118, 1421, 3156, 225, 40, 44, 48, 30, 34.439, 27.551, 41.327, 35.000
18:52:24.565, 779.907, 8.588, 4.302, 1.108, 0.128, 1442, 3137, 265, 40, 44, 48, 34, 38.732, 36.281, 41.176, 41.000
18:52:25.486, 780.828, 7.784, 4.160, 1.080, 0.140, 1489, 3149, 252, 40, 44, 48, 34, 36.488, 31.319, 41.644, 39.000
18:52:26.479, 781.821, 8.320, 4.064, 1.070, 0.084, 1408, 3087, 195, 41, 45, 49, 34, 36.045, 32.250, 39.850, 41.000
18:52:27.529, 782.872, 5.636, 4.144, 0.766, 0.172, 1495, 3130, 349, 40, 44, 49, 34, 38.280, 38.534, 38.028, 52.000
18:52:28.486, 783.829, 3.956, 3.796, 0.694, 0.160, 1357, 3140, 349, 40, 44, 49, 30, 34.713, 32.891, 36.559, 47.000
18:52:29.487, 784.829, 5.904, 4.266, 0.840, 0.164, 1649, 3125, 351, 40, 44, 49, 30, 39.578, 42.000, 37.192, 52.000
18:52:30.482, 785.825, 5.100, 4.174, 0.822, 0.174, 1433, 3130, 341, 40, 43, 46, 30, 36.683, 36.500, 36.869, 52.000
18:52:31.469, 786.811, 5.100, 4.128, 0.792, 0.166, 1483, 3136, 345, 42, 44, 48, 30, 35.398, 35.443, 35.354, 48.000
18:52:32.515, 787.857, 5.100, 4.034, 0.784, 0.170, 1420, 3138, 346, 42, 44, 48, 30, 37.425, 38.129, 36.715, 52.000
18:52:33.480, 788.823, 5.904, 4.442, 0.804, 0.154, 1472, 3126, 340, 42, 44, 48, 30, 36.856, 35.052, 38.660, 49.000
18:52:34.515, 789.858, 4.044, 3.870, 0.796, 0.174, 1448, 3151, 339, 41, 44, 48, 30, 34.830, 35.036, 34.625, 50.000
18:52:35.493, 790.835, 4.562, 3.974, 0.828, 0.168, 1468, 3145, 338, 41, 44, 51, 30, 39.003, 39.487, 38.520, 51.000
18:52:36.494, 791.837, 3.456, 3.330, 0.656, 0.126, 1484, 3133, 283, 41, 44, 51, 30, 35.125, 35.572, 34.673, 46.000
18:52:37.479, 792.822, 3.128, 2.996, 0.622, 0.132, 1371, 3162, 303, 41, 44, 51, 30, 27.318, 25.564, 29.073, 43.000
18:52:38.496, 793.839, 4.562, 3.824, 0.812, 0.150, 1467, 3154, 316, 41, 44, 51, 30, 34.394, 33.415, 35.366, 48.000
18:52:39.484, 794.826, 4.562, 3.754, 0.814, 0.164, 1441, 3140, 343, 41, 44, 48, 30, 37.468, 38.363, 36.573, 49.000
18:52:40.466, 795.809, 4.116, 3.968, 0.824, 0.148, 1472, 3145, 324, 41, 44, 48, 35, 35.851, 35.038, 36.667, 49.000
18:52:41.509, 796.851, 3.936, 3.786, 0.792, 0.150, 1363, 3152, 330, 41, 44, 48, 35, 32.109, 30.332, 33.886, 48.000
18:52:42.473, 797.816, 5.904, 3.990, 0.882, 0.158, 1550, 3138, 333, 41, 44, 48, 35, 38.562, 39.687, 37.435, 49.000
18:52:43.509, 798.852, 8.588, 4.582, 1.126, 0.124, 1589, 3109, 264, 41, 44, 50, 35, 40.096, 37.590, 42.584, 42.000
18:52:44.466, 799.809, 8.858, 4.544, 1.130, 0.136, 1513, 3120, 252, 41, 44, 50, 34, 38.672, 34.715, 42.670, 41.000
18:52:45.510, 800.853, 9.126, 4.588, 1.148, 0.126, 1482, 3135, 265, 41, 44, 50, 34, 40.696, 38.795, 42.584, 38.000
18:52:46.463, 801.805, 8.052, 4.292, 1.100, 0.130, 1451, 3142, 242, 41, 45, 50, 34, 38.824, 36.292, 41.361, 39.000
18:52:47.517, 802.860, 8.588, 4.226, 1.084, 0.122, 1334, 3153, 239, 41, 44, 49, 34, 34.164, 29.216, 39.100, 38.000
18:52:48.468, 803.810, 8.858, 4.310, 1.096, 0.142, 1443, 3141, 257, 41, 44, 49, 35, 35.809, 29.973, 41.645, 41.000
18:52:49.526, 804.869, 5.904, 4.058, 1.048, 0.138, 1384, 3147, 244, 41, 44, 49, 35, 35.495, 31.059, 39.953, 38.000
18:52:50.476, 805.819, 9.394, 4.240, 1.116, 0.126, 1403, 3156, 229, 42, 43, 46, 35, 36.719, 33.073, 40.365, 38.000
18:52:51.512, 806.854, 6.978, 4.026, 1.052, 0.148, 1410, 3152, 261, 41, 43, 48, 35, 34.629, 29.369, 39.903, 38.000
18:52:52.472, 807.814, 6.978, 4.038, 1.086, 0.134, 1452, 3155, 261, 41, 43, 48, 34, 36.162, 32.723, 39.583, 40.000
18:52:53.524, 808.866, 8.320, 4.142, 1.098, 0.120, 1332, 3155, 244, 41, 43, 48, 34, 37.838, 34.824, 40.845, 38.000
18:52:54.481, 809.823, 7.516, 4.186, 1.088, 0.142, 1438, 3147, 245, 41, 43, 48, 34, 34.570, 28.647, 40.476, 38.000
18:52:55.528, 810.871, 8.588, 4.300, 1.098, 0.124, 1394, 3146, 258, 41, 43, 47, 34, 34.170, 28.095, 40.288, 42.000
18:52:56.491, 811.833, 8.588, 4.210, 1.078, 0.144, 1419, 3135, 265, 41, 43, 47, 30, 38.701, 34.375, 43.005, 41.000
18:52:57.463, 812.806, 8.320, 4.280, 1.120, 0.128, 1389, 3151, 243, 41, 43, 47, 30, 37.580, 35.025, 40.153, 35.000
18:52:58.516, 813.858, 9.394, 4.478, 1.132, 0.114, 1387, 3146, 229, 41, 44, 47, 30, 34.368, 28.537, 40.143, 41.000
18:52:59.453, 814.796, 7.246, 4.158, 1.094, 0.140, 1436, 3140, 262, 40, 44, 47, 30, 36.959, 31.496, 42.408, 38.000
18:53:00.503, 815.846, 9.662, 4.306, 1.114, 0.120, 1388, 3159, 211, 40, 44, 47, 30, 34.379, 29.567, 39.225, 37.000
18:53:01.480, 816.822, 9.932, 4.322, 1.144, 0.128, 1440, 3146, 259, 40, 44, 47, 30, 36.808, 32.558, 41.026, 39.000
18:53:02.536, 817.878, 6.978, 4.128, 1.082, 0.150, 1387, 3151, 272, 40, 43, 47, 30, 36.718, 32.706, 40.758, 41.000
18:53:03.466, 818.808, 7.784, 4.028, 1.072, 0.130, 1407, 3077, 258, 41, 43, 46, 30, 36.182, 32.000, 40.374, 37.000
