System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
18:39:24.658, 0.000, 0.570, 0.532, 0.124, 0.038, 1234, 1123, 68, 30, 32, 34, 30, 15.987, 16.777, 15.198, 24.000
18:39:25.508, 0.851, 0.048, 0.046, 0.032, 0.002, 1114, 664, 16, 30, 32, 34, 30, 11.374, 14.076, 8.631, 6.000
18:39:26.526, 1.868, 5.904, 5.286, 0.302, 0.070, 1512, 3149, 147, 34, 40, 54, 30, 22.919, 20.097, 25.721, 25.000
18:39:27.478, 2.821, 4.406, 4.174, 0.578, 0.232, 1706, 3060, 413, 34, 40, 54, 30, 39.159, 36.053, 42.257, 56.000
18:39:28.541, 3.884, 6.442, 4.306, 0.682, 0.314, 1909, 3024, 493, 34, 40, 54, 30, 43.442, 43.373, 43.510, 73.000
18:39:29.605, 4.947, 4.562, 4.140, 0.674, 0.280, 1793, 3073, 487, 34, 40, 54, 30, 43.981, 47.113, 40.835, 72.000
18:39:30.579, 5.922, 5.368, 4.160, 0.718, 0.286, 1833, 3036, 501, 34, 38, 43, 30, 44.670, 48.477, 40.863, 71.000
18:39:31.586, 6.928, 6.442, 4.416, 0.738, 0.300, 1847, 3071, 501, 34, 38, 43, 30, 45.674, 49.239, 42.092, 71.000
18:39:32.546, 7.889, 5.636, 4.456, 0.724, 0.290, 1864, 3072, 490, 34, 38, 43, 30, 46.875, 51.629, 42.145, 67.000
18:39:33.567, 8.909, 7.784, 4.732, 0.744, 0.300, 1973, 3065, 499, 34, 38, 43, 30, 51.538, 52.099, 50.980, 71.000
18:39:34.555, 9.897, 5.904, 4.440, 0.736, 0.290, 1853, 3066, 508, 34, 39, 44, 30, 46.701, 47.815, 45.573, 70.000
18:39:35.491, 10.834, 7.246, 4.468, 0.738, 0.262, 1968, 2997, 449, 34, 39, 44, 30, 48.966, 50.646, 47.287, 65.000
18:39:36.529, 11.871, 7.516, 4.540, 0.750, 0.288, 1818, 3076, 507, 34, 39, 44, 33, 48.044, 50.122, 45.966, 69.000
18:39:37.522, 12.865, 6.442, 4.382, 0.722, 0.284, 1858, 3071, 491, 34, 39, 44, 33, 47.323, 50.746, 43.890, 69.000
18:39:38.571, 13.913, 6.442, 4.374, 0.714, 0.300, 1878, 3071, 500, 35, 39, 42, 33, 46.498, 47.087, 45.913, 69.000
18:39:39.526, 14.868, 5.636, 4.324, 0.722, 0.276, 1761, 3074, 476, 35, 39, 42, 32, 46.572, 48.837, 44.301, 68.000
18:39:40.507, 15.849, 4.830, 4.004, 0.698, 0.280, 1774, 2983, 463, 35, 39, 42, 30, 44.459, 45.802, 43.112, 69.000
18:39:41.503, 16.845, 5.636, 4.320, 0.704, 0.278, 1753, 3070, 486, 35, 39, 42, 30, 44.444, 44.140, 44.750, 67.000
18:39:42.530, 17.872, 5.636, 4.132, 0.664, 0.256, 1762, 3025, 448, 33, 39, 42, 30, 43.788, 45.074, 42.506, 63.000
18:39:43.539, 18.881, 5.636, 4.380, 0.674, 0.274, 1753, 3083, 482, 33, 39, 42, 31, 44.005, 44.198, 43.812, 66.000
18:39:44.541, 19.883, 5.636, 4.332, 0.684, 0.298, 1723, 3078, 490, 33, 39, 42, 33, 43.088, 42.145, 44.030, 66.000
18:39:45.516, 20.859, 4.830, 4.296, 0.670, 0.272, 1741, 3084, 469, 33, 39, 42, 33, 42.186, 41.624, 42.748, 62.000
18:39:46.519, 21.861, 6.710, 4.334, 0.704, 0.272, 1812, 2994, 450, 36, 40, 46, 33, 45.000, 45.980, 44.030, 65.000
18:39:47.487, 22.829, 6.442, 4.492, 0.712, 0.268, 1788, 3063, 480, 36, 40, 46, 33, 43.478, 40.967, 46.015, 68.000
18:39:48.530, 23.873, 6.978, 4.570, 0.724, 0.264, 1857, 3069, 474, 36, 40, 46, 30, 44.619, 43.341, 45.894, 65.000
18:39:49.504, 24.846, 6.978, 4.516, 0.760, 0.286, 1832, 3069, 494, 36, 40, 46, 30, 44.216, 41.902, 46.530, 65.000
18:39:50.496, 25.839, 6.978, 4.496, 0.742, 0.270, 1835, 3073, 473, 36, 40, 44, 30, 43.216, 41.457, 44.975, 65.000
18:39:51.515, 26.857, 7.516, 4.538, 0.712, 0.278, 1807, 3071, 469, 36, 40, 44, 30, 42.822, 39.756, 45.874, 65.000
18:39:52.494, 27.836, 6.710, 4.618, 0.768, 0.294, 1813, 3069, 473, 36, 40, 44, 30, 45.220, 44.330, 46.114, 65.000
18:39:53.524, 28.866, 6.442, 4.400, 0.726, 0.276, 1764, 3082, 461, 36, 40, 44, 30, 44.844, 45.564, 44.125, 66.000
18:39:54.500, 29.842, 6.174, 4.332, 0.720, 0.270, 1667, 3086, 471, 35, 39, 43, 30, 45.584, 47.150, 44.010, 65.000
18:39:55.529, 30.872, 6.978, 4.634, 0.742, 0.288, 1819, 3077, 487, 35, 39, 43, 31, 47.368, 51.111, 43.689, 66.000
18:39:56.500, 31.843, 6.174, 4.618, 0.730, 0.284, 1752, 3081, 489, 35, 39, 43, 34, 46.931, 48.855, 44.987, 67.000
18:39:57.525, 32.867, 4.830, 4.094, 0.698, 0.252, 1771, 2986, 425, 35, 39, 43, 34, 44.891, 47.202, 42.579, 63.000
18:39:58.498, 33.840, 6.442, 4.584, 0.750, 0.284, 1818, 3082, 504, 36, 41, 49, 34, 43.603, 42.820, 44.386, 67.000
18:39:59.508, 34.850, 6.442, 4.312, 0.694, 0.288, 1703, 3091, 480, 36, 41, 49, 33, 43.378, 43.066, 43.689, 64.000
18:40:00.516, 35.858, 6.710, 4.552, 0.746, 0.266, 1763, 3084, 480, 36, 41, 49, 32, 46.097, 48.020, 44.169, 66.000
18:40:01.509, 36.852, 6.442, 4.390, 0.716, 0.260, 1774, 3085, 456, 36, 41, 49, 32, 46.903, 51.263, 42.532, 63.000
18:40:02.470, 37.813, 6.710, 4.558, 0.716, 0.264, 1786, 3087, 458, 36, 41, 46, 32, 42.561, 42.228, 42.894, 63.000
18:40:03.538, 38.881, 6.174, 4.334, 0.690, 0.276, 1728, 3088, 463, 36, 41, 46, 34, 43.489, 43.333, 43.645, 65.000
18:40:04.491, 39.833, 6.174, 4.082, 0.680, 0.256, 1746, 2990, 432, 36, 41, 46, 32, 43.750, 44.103, 43.401, 60.000
18:40:05.549, 40.891, 5.904, 4.406, 0.692, 0.260, 1725, 3092, 443, 36, 41, 46, 32, 44.471, 45.521, 43.415, 65.000
18:40:06.504, 41.847, 5.636, 4.340, 0.674, 0.270, 1722, 3100, 435, 37, 40, 45, 32, 42.930, 43.478, 42.386, 63.000
18:40:07.518, 42.861, 4.294, 3.968, 0.626, 0.218, 1762, 3013, 395, 37, 40, 45, 30, 45.387, 48.529, 42.222, 61.000
18:40:08.495, 43.837, 6.710, 4.386, 0.688, 0.240, 1683, 3090, 424, 37, 40, 45, 30, 41.764, 39.481, 44.041, 59.000
18:40:09.516, 44.858, 6.442, 4.700, 0.742, 0.262, 1729, 3089, 441, 37, 40, 45, 30, 47.266, 48.537, 46.005, 62.000
18:40:10.485, 45.828, 5.636, 4.520, 0.682, 0.258, 1702, 3085, 428, 37, 41, 44, 30, 41.016, 37.662, 44.386, 59.000
18:40:11.538, 46.881, 5.100, 4.414, 0.678, 0.252, 1711, 3100, 443, 37, 41, 44, 30, 43.645, 43.885, 43.405, 63.000
18:40:12.502, 47.845, 4.562, 4.214, 0.596, 0.200, 1562, 3109, 425, 37, 41, 44, 33, 44.373, 46.173, 42.564, 60.000
18:40:13.498, 48.841, 3.624, 3.360, 0.648, 0.264, 1599, 3107, 544, 37, 41, 44, 33, 40.075, 42.607, 37.562, 73.000
18:40:14.494, 49.836, 3.614, 3.382, 0.602, 0.232, 1580, 3111, 508, 38, 40, 44, 33, 39.724, 44.000, 35.427, 70.000
18:40:15.494, 50.837, 4.830, 4.180, 0.696, 0.250, 1693, 3084, 521, 38, 40, 44, 33, 41.980, 42.462, 41.500, 70.000
18:40:16.513, 51.856, 4.562, 4.064, 0.690, 0.212, 1772, 3005, 466, 38, 40, 44, 32, 42.209, 44.853, 39.558, 66.000
18:40:17.499, 52.841, 4.400, 4.164, 0.690, 0.236, 1745, 3085, 486, 38, 40, 44, 32, 41.206, 44.472, 37.940, 67.000
18:40:18.502, 53.844, 3.858, 3.600, 0.600, 0.258, 1611, 3108, 511, 37, 40, 45, 32, 39.313, 39.848, 38.776, 71.000
18:40:19.495, 54.838, 3.902, 3.658, 0.626, 0.244, 1648, 3103, 515, 37, 40, 45, 32, 37.828, 39.000, 36.658, 70.000
18:40:20.486, 55.828, 3.924, 3.678, 0.726, 0.246, 1788, 3115, 502, 37, 40, 45, 32, 40.574, 46.500, 34.663, 68.000
18:40:21.516, 56.859, 7.516, 4.888, 0.740, 0.242, 1807, 3076, 429, 37, 40, 45, 32, 43.870, 42.788, 44.952, 55.000
18:40:22.473, 57.815, 6.442, 4.746, 0.734, 0.226, 1723, 3088, 416, 37, 41, 46, 32, 44.723, 44.180, 45.263, 58.000
18:40:23.507, 58.850, 6.710, 4.498, 0.702, 0.238, 1775, 3088, 423, 37, 41, 46, 30, 45.255, 46.731, 43.765, 61.000
18:40:24.459, 59.802, 5.368, 4.362, 0.656, 0.252, 1664, 3097, 430, 37, 41, 46, 30, 39.740, 36.458, 43.005, 61.000
18:40:25.469, 60.811, 6.710, 4.506, 0.674, 0.258, 1701, 3096, 438, 37, 41, 46, 30, 39.334, 34.975, 43.704, 59.000
18:40:26.494, 61.836, 6.442, 4.400, 0.676, 0.262, 1697, 3095, 442, 36, 40, 44, 30, 40.814, 38.916, 42.716, 57.000
18:40:27.479, 62.822, 6.174, 4.502, 0.660, 0.250, 1706, 3106, 413, 36, 40, 44, 30, 42.767, 42.677, 42.857, 57.000
18:40:28.508, 63.851, 5.636, 4.264, 0.672, 0.246, 1747, 3032, 427, 36, 40, 44, 30, 44.390, 44.691, 44.089, 59.000
18:40:29.474, 64.817, 5.904, 4.440, 0.708, 0.250, 1779, 3102, 429, 36, 40, 44, 30, 45.350, 46.193, 44.501, 58.000
18:40:30.500, 65.842, 6.174, 4.430, 0.710, 0.272, 1733, 3103, 429, 38, 42, 45, 30, 43.834, 43.659, 44.010, 62.000
18:40:31.476, 66.819, 5.368, 4.506, 0.704, 0.264, 1780, 3101, 423, 38, 42, 45, 30, 42.506, 40.933, 44.072, 59.000
18:40:32.500, 67.843, 5.636, 4.388, 0.664, 0.248, 1704, 3106, 409, 38, 42, 45, 33, 40.992, 39.225, 42.754, 60.000
18:40:33.504, 68.846, 6.442, 4.294, 0.672, 0.268, 1712, 3098, 474, 38, 42, 45, 33, 41.804, 41.371, 42.239, 64.000
18:40:34.507, 69.850, 4.668, 4.422, 0.646, 0.246, 1631, 3101, 420, 36, 41, 46, 33, 44.154, 43.890, 44.417, 59.000
18:40:35.486, 70.829, 5.636, 4.410, 0.640, 0.248, 1706, 3104, 420, 36, 41, 46, 33, 41.656, 40.102, 43.223, 58.000
18:40:36.558, 71.900, 6.442, 4.332, 0.690, 0.246, 1790, 3031, 419, 36, 41, 46, 33, 43.503, 44.548, 42.459, 59.000
18:40:37.508, 72.851, 6.442, 4.370, 0.688, 0.252, 1718, 3097, 454, 36, 41, 46, 33, 40.957, 38.564, 43.351, 62.000
18:40:38.485, 73.827, 6.442, 4.422, 0.704, 0.254, 1672, 3104, 445, 38, 42, 50, 33, 43.829, 43.970, 43.687, 62.000
18:40:39.547, 74.890, 7.784, 4.488, 0.750, 0.264, 1805, 3087, 463, 38, 42, 50, 33, 45.647, 48.463, 42.857, 64.000
18:40:40.500, 75.843, 6.174, 4.428, 0.666, 0.250, 1710, 3106, 458, 38, 42, 50, 33, 41.489, 39.257, 43.733, 63.000
18:40:41.497, 76.840, 7.516, 4.616, 0.724, 0.262, 1732, 3106, 451, 38, 42, 50, 33, 44.347, 44.724, 43.970, 62.000
18:40:42.532, 77.875, 5.636, 4.262, 0.652, 0.244, 1760, 3035, 419, 38, 42, 47, 33, 43.468, 43.521, 43.415, 61.000
18:40:43.501, 78.843, 6.442, 4.486, 0.702, 0.244, 1678, 3105, 429, 38, 42, 47, 33, 43.473, 43.909, 43.038, 61.000
18:40:44.512, 79.855, 6.710, 4.524, 0.740, 0.286, 1778, 3102, 454, 38, 42, 47, 33, 45.274, 46.766, 43.781, 63.000
18:40:45.518, 80.860, 6.710, 4.430, 0.694, 0.252, 1685, 3107, 430, 38, 42, 47, 33, 45.865, 49.500, 42.211, 60.000
18:40:46.508, 81.851, 6.978, 4.596, 0.718, 0.230, 1789, 3060, 412, 39, 41, 45, 33, 47.601, 50.123, 45.074, 60.000
18:40:47.514, 82.856, 6.442, 4.504, 0.712, 0.270, 1743, 3097, 441, 39, 41, 45, 33, 42.678, 41.457, 43.890, 60.000
18:40:48.519, 83.862, 5.904, 4.704, 0.716, 0.256, 1684, 3102, 433, 39, 41, 45, 33, 46.154, 47.525, 44.776, 59.000
18:40:49.512, 84.855, 6.442, 4.442, 0.726, 0.256, 1807, 3078, 446, 39, 41, 45, 33, 44.885, 46.547, 43.223, 62.000
18:40:50.475, 85.817, 5.904, 4.584, 0.728, 0.246, 1692, 3103, 440, 38, 42, 46, 33, 46.329, 47.342, 45.316, 61.000
18:40:51.541, 86.883, 7.516, 4.592, 0.736, 0.268, 1692, 3102, 452, 38, 42, 46, 30, 43.195, 41.943, 44.444, 62.000
18:40:52.484, 87.826, 6.978, 4.678, 0.744, 0.244, 1703, 3098, 434, 38, 42, 46, 33, 43.899, 44.297, 43.501, 60.000
18:40:53.557, 88.900, 7.246, 4.688, 0.716, 0.246, 1727, 3104, 431, 38, 42, 46, 33, 43.407, 42.290, 44.522, 60.000
18:40:54.516, 89.859, 5.904, 4.414, 0.716, 0.252, 1754, 2992, 407, 37, 42, 46, 33, 43.874, 44.474, 43.272, 60.000
18:40:55.526, 90.868, 6.710, 4.670, 0.700, 0.272, 1677, 3104, 443, 37, 42, 46, 33, 42.715, 40.399, 45.025, 63.000
18:40:56.519, 91.862, 5.904, 4.486, 0.698, 0.260, 1654, 3102, 439, 37, 42, 46, 33, 46.437, 47.549, 45.320, 59.000
18:40:57.514, 92.857, 6.710, 4.670, 0.728, 0.264, 1726, 3107, 456, 37, 42, 46, 33, 43.918, 46.015, 41.837, 60.000
18:40:58.513, 93.856, 8.052, 4.750, 0.772, 0.270, 1710, 3099, 458, 36, 42, 46, 33, 47.401, 49.505, 45.297, 62.000
18:40:59.478, 94.820, 6.978, 4.460, 0.714, 0.248, 1707, 3074, 423, 36, 42, 46, 33, 42.968, 42.931, 43.005, 63.000
18:41:00.528, 95.870, 6.442, 4.528, 0.688, 0.230, 1670, 3108, 404, 36, 42, 46, 33, 42.823, 41.787, 43.855, 58.000
18:41:01.514, 96.856, 6.710, 4.686, 0.724, 0.250, 1648, 3104, 416, 36, 42, 46, 33, 48.139, 51.365, 44.913, 57.000
18:41:02.514, 97.856, 6.442, 4.622, 0.694, 0.230, 1672, 3105, 419, 38, 43, 47, 33, 42.766, 41.117, 44.416, 59.000
18:41:03.517, 98.860, 5.904, 4.454, 0.658, 0.232, 1604, 3112, 403, 38, 43, 47, 33, 43.812, 44.307, 43.317, 57.000
18:41:04.502, 99.844, 6.710, 4.520, 0.704, 0.246, 1660, 3113, 414, 38, 43, 47, 30, 43.406, 43.478, 43.333, 59.000
18:41:05.497, 100.839, 5.100, 4.262, 0.662, 0.222, 1607, 3121, 423, 38, 43, 47, 30, 43.127, 44.332, 41.919, 58.000
18:41:06.482, 101.824, 6.978, 4.650, 0.710, 0.240, 1683, 3109, 425, 38, 42, 49, 30, 42.767, 41.919, 43.609, 57.000
18:41:07.565, 102.907, 6.442, 4.430, 0.676, 0.232, 1614, 3118, 410, 38, 42, 49, 30, 42.608, 43.387, 41.822, 59.000
18:41:08.501, 103.844, 4.830, 4.312, 0.678, 0.228, 1607, 3117, 421, 38, 42, 49, 33, 43.293, 43.617, 42.971, 56.000
18:41:09.483, 104.826, 5.904, 4.508, 0.670, 0.226, 1583, 3113, 393, 38, 42, 49, 33, 42.623, 41.414, 43.829, 56.000
18:41:10.537, 105.879, 6.174, 4.532, 0.696, 0.224, 1627, 3117, 398, 37, 42, 47, 33, 42.670, 42.721, 42.619, 55.000
18:41:11.483, 106.826, 4.830, 4.176, 0.638, 0.194, 1664, 2987, 363, 37, 42, 47, 33, 43.063, 43.194, 42.932, 55.000
18:41:12.537, 107.879, 5.636, 4.596, 0.694, 0.230, 1646, 3115, 376, 37, 42, 47, 30, 44.205, 45.346, 43.062, 57.000
18:41:13.510, 108.852, 6.174, 4.756, 0.668, 0.218, 1665, 3113, 378, 37, 42, 47, 30, 42.931, 41.039, 44.819, 56.000
18:41:14.549, 109.892, 4.220, 4.034, 0.570, 0.186, 1680, 3024, 419, 38, 44, 58, 30, 48.972, 51.691, 46.247, 57.000
18:41:15.499, 110.841, 3.712, 3.478, 0.600, 0.234, 1597, 3127, 501, 38, 44, 58, 30, 38.372, 43.041, 33.679, 66.000
18:41:16.492, 111.835, 5.100, 4.516, 0.714, 0.208, 1757, 3082, 430, 38, 44, 58, 36, 43.577, 46.970, 40.201, 62.000
18:41:17.601, 112.944, 4.944, 4.732, 0.658, 0.212, 1628, 3090, 458, 38, 44, 58, 36, 43.902, 46.341, 41.463, 65.000
18:41:18.464, 113.807, 3.774, 3.546, 0.640, 0.228, 1654, 3131, 470, 39, 42, 44, 36, 40.828, 45.697, 35.988, 65.000
18:41:19.539, 114.881, 3.960, 3.722, 0.606, 0.238, 1565, 3126, 478, 39, 42, 44, 36, 42.308, 43.953, 40.654, 67.000
18:41:20.490, 115.832, 3.888, 3.680, 0.642, 0.208, 1692, 3129, 440, 39, 42, 44, 33, 39.843, 44.094, 35.602, 63.000
18:41:21.520, 116.863, 3.746, 3.514, 0.616, 0.232, 1555, 3138, 461, 39, 42, 44, 33, 38.537, 41.463, 35.610, 63.000
18:41:22.480, 117.823, 3.858, 3.640, 0.604, 0.218, 1566, 3127, 467, 36, 42, 47, 33, 41.527, 45.478, 37.565, 62.000
18:41:23.531, 118.874, 4.084, 3.892, 0.586, 0.192, 1638, 3134, 420, 36, 42, 47, 30, 39.183, 42.446, 35.904, 63.000
18:41:24.579, 119.922, 5.904, 5.058, 0.686, 0.214, 1639, 3088, 371, 36, 42, 47, 30, 43.728, 42.488, 44.965, 48.000
18:41:25.491, 120.834, 6.174, 4.462, 0.674, 0.210, 1784, 3125, 363, 36, 42, 47, 30, 46.897, 50.000, 43.802, 55.000
18:41:26.541, 121.883, 5.100, 4.260, 0.650, 0.214, 1646, 3118, 369, 39, 42, 47, 30, 41.035, 41.928, 40.144, 52.000
18:41:27.488, 122.830, 5.368, 4.502, 0.672, 0.222, 1664, 3120, 378, 39, 42, 47, 30, 43.931, 43.684, 44.180, 51.000
18:41:28.521, 123.864, 6.174, 4.570, 0.680, 0.240, 1648, 3123, 389, 39, 42, 47, 30, 40.860, 38.517, 43.198, 54.000
18:41:29.455, 124.797, 5.368, 4.292, 0.632, 0.208, 1613, 3053, 357, 39, 42, 47, 30, 41.012, 38.667, 43.351, 53.000
18:41:30.516, 125.859, 6.174, 4.492, 0.664, 0.210, 1582, 3122, 389, 38, 43, 50, 30, 41.756, 40.143, 43.365, 54.000
18:41:31.468, 126.811, 7.784, 5.788, 0.766, 0.216, 1847, 3073, 373, 38, 43, 50, 30, 51.621, 49.351, 53.886, 55.000
18:41:32.498, 127.840, 9.126, 5.682, 0.742, 0.212, 1829, 3083, 360, 38, 43, 50, 34, 45.000, 40.488, 49.512, 51.000
18:41:33.487, 128.829, 8.052, 4.942, 0.728, 0.248, 1795, 3097, 437, 38, 43, 50, 34, 44.841, 42.386, 47.315, 58.000
18:41:34.557, 129.899, 8.052, 4.894, 0.770, 0.242, 1779, 3103, 387, 39, 43, 45, 34, 47.190, 48.244, 46.136, 53.000
18:41:35.495, 130.837, 6.978, 5.058, 0.684, 0.210, 1675, 3102, 358, 39, 43, 45, 34, 44.355, 40.591, 48.118, 51.000
18:41:36.492, 131.835, 7.246, 5.066, 0.736, 0.224, 1797, 3098, 393, 39, 43, 45, 30, 48.395, 46.420, 50.370, 55.000
18:41:37.549, 132.891, 7.246, 5.338, 0.722, 0.242, 1690, 3096, 417, 39, 43, 45, 30, 45.181, 43.478, 46.875, 59.000
18:41:38.485, 133.828, 6.442, 4.494, 0.708, 0.220, 1760, 3113, 385, 38, 43, 46, 30, 44.605, 44.357, 44.855, 54.000
18:41:39.541, 134.884, 5.100, 4.568, 0.678, 0.214, 1657, 3120, 368, 38, 43, 46, 30, 42.331, 41.905, 42.755, 52.000
18:41:40.489, 135.831, 5.636, 4.458, 0.676, 0.214, 1637, 3122, 364, 38, 43, 46, 30, 42.970, 43.421, 42.520, 51.000
18:41:41.520, 136.862, 5.904, 4.292, 0.666, 0.208, 1743, 3002, 366, 38, 43, 46, 30, 41.978, 41.827, 42.131, 55.000
18:41:42.496, 137.838, 8.588, 4.834, 0.772, 0.216, 1801, 3103, 379, 39, 43, 48, 30, 48.072, 48.843, 47.301, 52.000
18:41:43.494, 138.836, 5.904, 4.676, 0.708, 0.226, 1724, 3104, 437, 39, 43, 48, 30, 42.964, 41.646, 44.279, 60.000
18:41:44.485, 139.827, 6.978, 4.508, 0.752, 0.232, 1835, 3057, 393, 39, 43, 48, 34, 45.682, 46.867, 44.500, 55.000
18:41:45.524, 140.866, 6.174, 4.562, 0.698, 0.214, 1697, 3121, 366, 39, 43, 48, 34, 43.652, 43.855, 43.447, 52.000
18:41:46.504, 141.847, 5.904, 4.382, 0.700, 0.220, 1655, 3080, 373, 38, 43, 46, 34, 43.791, 45.812, 41.775, 55.000
18:41:47.502, 142.845, 6.710, 4.724, 0.722, 0.212, 1697, 3115, 377, 38, 43, 46, 34, 44.569, 44.750, 44.389, 53.000
18:41:48.481, 143.824, 6.174, 4.468, 0.654, 0.200, 1594, 3125, 364, 38, 43, 46, 33, 40.759, 39.241, 42.278, 53.000
18:41:49.541, 144.883, 5.636, 4.488, 0.682, 0.216, 1576, 3114, 385, 38, 43, 46, 33, 43.581, 43.632, 43.529, 53.000
18:41:50.486, 145.828, 5.368, 4.434, 0.688, 0.214, 1608, 3121, 387, 39, 43, 47, 33, 42.632, 43.045, 42.216, 52.000
18:41:51.528, 146.871, 6.174, 4.570, 0.694, 0.218, 1613, 3120, 370, 39, 43, 47, 33, 42.118, 41.205, 43.029, 51.000
18:41:52.496, 147.838, 6.710, 4.628, 0.700, 0.218, 1724, 3113, 401, 39, 43, 47, 33, 44.141, 45.170, 43.117, 56.000
18:41:53.471, 148.814, 5.636, 4.272, 0.652, 0.198, 1656, 3035, 363, 39, 43, 47, 33, 44.459, 44.275, 44.643, 53.000
18:41:54.528, 149.871, 5.904, 4.606, 0.698, 0.218, 1676, 3121, 366, 39, 43, 47, 33, 42.167, 41.647, 42.689, 53.000
18:41:55.496, 150.838, 6.174, 4.544, 0.720, 0.228, 1651, 3109, 405, 39, 43, 47, 33, 41.744, 39.947, 43.536, 57.000
18:41:56.501, 151.844, 5.904, 4.604, 0.714, 0.204, 1612, 3115, 390, 39, 43, 47, 34, 43.527, 42.963, 44.089, 55.000
18:41:57.494, 152.837, 5.636, 4.348, 0.668, 0.202, 1740, 3031, 399, 39, 43, 47, 34, 43.960, 44.665, 43.250, 57.000
18:41:58.469, 153.812, 6.174, 4.472, 0.702, 0.204, 1608, 3120, 375, 40, 43, 49, 34, 41.304, 40.665, 41.944, 55.000
18:41:59.504, 154.847, 4.404, 4.210, 0.682, 0.194, 1611, 3119, 359, 40, 43, 49, 34, 39.686, 40.000, 39.372, 49.000
18:42:00.485, 155.828, 5.636, 4.426, 0.662, 0.210, 1641, 3127, 394, 40, 43, 49, 33, 41.357, 40.617, 42.092, 57.000
18:42:01.562, 156.905, 6.442, 4.486, 0.668, 0.212, 1591, 3119, 368, 40, 43, 49, 33, 43.545, 44.235, 42.857, 51.000
18:42:02.507, 157.850, 5.904, 4.600, 0.728, 0.218, 1680, 3109, 386, 39, 44, 49, 33, 44.026, 44.041, 44.010, 55.000
18:42:03.479, 158.821, 6.710, 4.612, 0.726, 0.210, 1668, 3117, 385, 39, 44, 49, 33, 43.629, 43.188, 44.072, 53.000
18:42:04.512, 159.854, 6.710, 4.400, 0.688, 0.210, 1680, 3064, 351, 39, 44, 49, 37, 41.455, 40.194, 42.718, 55.000
18:42:05.501, 160.843, 7.246, 5.300, 0.760, 0.192, 1766, 3091, 345, 39, 44, 49, 37, 47.074, 46.475, 47.668, 49.000
18:42:06.498, 161.841, 7.246, 5.188, 0.786, 0.204, 1840, 3094, 381, 39, 44, 47, 37, 48.649, 51.471, 45.813, 51.000
18:42:07.486, 162.828, 5.636, 4.382, 0.700, 0.216, 1677, 3112, 360, 39, 44, 47, 37, 41.049, 40.921, 41.176, 48.000
18:42:08.537, 163.880, 5.904, 4.492, 0.686, 0.218, 1601, 3132, 363, 39, 44, 47, 34, 41.149, 38.588, 43.692, 53.000
18:42:09.508, 164.851, 5.636, 4.576, 0.730, 0.218, 1651, 3119, 373, 39, 44, 47, 34, 45.232, 47.179, 43.264, 56.000
18:42:10.461, 165.804, 5.368, 4.416, 0.686, 0.202, 1632, 3083, 345, 40, 43, 47, 34, 41.290, 40.052, 42.526, 52.000
18:42:11.521, 166.864, 5.904, 4.590, 0.730, 0.214, 1603, 3124, 385, 40, 43, 47, 34, 41.063, 40.821, 41.304, 54.000
18:42:12.492, 167.834, 6.710, 4.524, 0.692, 0.210, 1635, 3113, 381, 40, 43, 47, 30, 42.711, 41.538, 43.878, 56.000
18:42:13.492, 168.835, 6.442, 4.592, 0.706, 0.202, 1614, 3112, 349, 40, 43, 47, 30, 43.930, 45.250, 42.607, 51.000
18:42:14.517, 169.859, 4.026, 3.616, 0.600, 0.120, 1553, 3047, 266, 38, 42, 45, 30, 42.910, 45.477, 40.342, 46.000
18:42:15.507, 170.850, 4.294, 3.846, 0.628, 0.128, 1623, 3042, 250, 38, 42, 45, 30, 40.250, 41.500, 39.000, 42.000
18:42:16.511, 171.854, 4.294, 3.946, 0.664, 0.138, 1700, 3035, 290, 38, 42, 45, 34, 42.273, 45.293, 39.231, 45.000
18:42:17.502, 172.845, 6.710, 4.558, 0.740, 0.162, 1697, 3026, 332, 38, 42, 45, 34, 43.836, 43.142, 44.527, 50.000
18:42:18.504, 173.846, 3.148, 3.038, 0.548, 0.110, 1547, 3063, 226, 39, 43, 46, 34, 39.875, 44.110, 35.661, 39.000
18:42:19.508, 174.851, 3.050, 2.928, 0.560, 0.122, 1604, 3055, 255, 39, 43, 46, 34, 36.534, 41.791, 31.250, 38.000
18:42:20.498, 175.841, 4.294, 3.692, 0.636, 0.128, 1641, 3046, 252, 39, 43, 46, 30, 40.177, 42.532, 37.817, 41.000
18:42:21.534, 176.876, 3.570, 3.452, 0.586, 0.118, 1526, 3055, 269, 39, 43, 46, 30, 38.875, 40.931, 36.829, 43.000
18:42:22.494, 177.836, 6.710, 4.748, 0.752, 0.200, 1669, 3102, 358, 40, 45, 49, 30, 44.192, 45.707, 42.677, 52.000
18:42:23.525, 178.867, 7.246, 4.532, 0.718, 0.226, 1661, 3104, 370, 40, 45, 49, 30, 43.227, 42.716, 43.735, 51.000
18:42:24.541, 179.884, 4.830, 4.242, 0.672, 0.188, 1591, 3055, 333, 40, 45, 49, 30, 44.310, 45.894, 42.718, 52.000
